;kind;etag;id;publishedAt;channelId;title;description;channelTitle;tags;categoryId;liveBroadcastContent;defaultAudioLanguage;thumbnails.default.url;thumbnails.default.width;thumbnails.default.height;thumbnails.medium.url;thumbnails.medium.width;thumbnails.medium.height;thumbnails.high.url;thumbnails.high.width;thumbnails.high.height;thumbnails.standard.url;thumbnails.standard.width;thumbnails.standard.height;thumbnails.maxres.url;thumbnails.maxres.width;thumbnails.maxres.height;localized.title;localized.description;defaultLanguage;duration;dimension;definition;caption;licensedContent;projection;regionRestriction.blocked;viewCount;likeCount;favoriteCount;commentCount
41;youtube#video;RdqW0GyQooWCEK--b_nAt66VUsA;9bv-gtyRScA;2022-10-03T11:47:59Z;UCpxQex8nYRKW_Ld4oSeFm1w;MEMES ELEIÇÃO 2022 #shorts #short  #eleições2022;"Assista o vídeo completo:
https://youtu.be/Fdcbbrs6u0s
Já deixou seu like aí irmão?";Sumeno;['sumeno', 'anime zoeira', 'rap akatsuki', 'rap akatsuki meme', 'naruto', 'naruto meme', 'animes', 'anime', 'rap memes'];24;none;pt;https://i.ytimg.com/vi/9bv-gtyRScA/default.jpg;120;90;https://i.ytimg.com/vi/9bv-gtyRScA/mqdefault.jpg;320;180;https://i.ytimg.com/vi/9bv-gtyRScA/hqdefault.jpg;480;360;https://i.ytimg.com/vi/9bv-gtyRScA/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/9bv-gtyRScA/maxresdefault.jpg;1280.0;720.0;MEMES ELEIÇÃO 2022 #shorts #short  #eleições2022;"Assista o vídeo completo:
https://youtu.be/Fdcbbrs6u0s
Já deixou seu like aí irmão?";;PT57S;2d;hd;false;True;rectangular;;2409;352;0;2
42;youtube#video;bX50WzLKS4YQMQj4ajhzMniU5DY;ted5xzts2wM;2022-10-03T14:21:03Z;UC-wcdrzucnlKGBjyEUaEWaQ;Eleição é marcada por erro dos institutos de pesquisa;"As diferenças abissais entre os resultados reais da eleição deste ano e aqueles projetados pelos maiores institutos de pesquisas eleitorais se tornaram um dos assuntos mais discutidos no país à medida que a apuração era utilizada pelo TSE. Assista ao Morning Show completo: https://youtu.be/2i_QtaKcc40

Baixe o app Panflix: https://www.panflix.com.br/

Inscreva-se no nosso canal:
http://www.youtube.com/c/morningshow  

Entre no nosso site:
http://jovempanfm.com.br/

Facebook:
https://www.facebook.com/JpMorningShow

Siga no Twitter:
https://twitter.com/JovemPanEntrete

Instagram:
https://www.instagram.com/jovempanentretenimento/

#JovemPan 
#MorningShow";Morning Show;['Guga Noblat', 'Jovem Pan', 'Morning Show', 'Paulinha Carvalho', 'Paulo Figueiredo', 'Paulo Mathias', 'Zoe Martinez', 'pilulamorningshow', 'Representação', 'Institutos de pesquisas', 'Pesquisa eleitoral', 'Pesquisa', 'Institutos', 'Pesquisas eleitorais', 'Pesquisas', 'Erro dos institutos de pesquisas', 'Erros', 'Eleições 2022', 'Eleições', 'Fernando Conrado', 'Pesquisa Ipec', 'Pesquisa Datafolha', 'Datafolha', 'Ipec', 'Paraná pesquisas'];25;none;en;https://i.ytimg.com/vi/ted5xzts2wM/default.jpg;120;90;https://i.ytimg.com/vi/ted5xzts2wM/mqdefault.jpg;320;180;https://i.ytimg.com/vi/ted5xzts2wM/hqdefault.jpg;480;360;https://i.ytimg.com/vi/ted5xzts2wM/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/ted5xzts2wM/maxresdefault.jpg;1280.0;720.0;Eleição é marcada por erro dos institutos de pesquisa;"As diferenças abissais entre os resultados reais da eleição deste ano e aqueles projetados pelos maiores institutos de pesquisas eleitorais se tornaram um dos assuntos mais discutidos no país à medida que a apuração era utilizada pelo TSE. Assista ao Morning Show completo: https://youtu.be/2i_QtaKcc40

Baixe o app Panflix: https://www.panflix.com.br/

Inscreva-se no nosso canal:
http://www.youtube.com/c/morningshow  

Entre no nosso site:
http://jovempanfm.com.br/

Facebook:
https://www.facebook.com/JpMorningShow

Siga no Twitter:
https://twitter.com/JovemPanEntrete

Instagram:
https://www.instagram.com/jovempanentretenimento/

#JovemPan 
#MorningShow";en;PT16M57S;2d;hd;false;True;rectangular;;86953;4895;0;757
43;youtube#video;8oxKMQNe422rfECXw3AMVUNeiko;oOe-qt_swoU;2022-10-24T21:07:38Z;UCRuy5PigeeBuecKnwqhM4yg;Kakay: “É uma eleição viciada”;"O advogado Antônio Carlos de Almeida Castro (Kakay) analisa o processo eleitoral e aponta que é “uma eleição viciada” por conta do uso de verbas públicas, como no Orçamento Secreto.

• Apoie o 247 em brasil247.com/apoio: https://www.brasil247.com/apoio
• Você também pode fazer doação por Pix com a chave pix@brasil247.com.br ou fazer uma assinatura Pix em https://bit.ly/pix-247 e pode pedir sua nota fiscal em contato@brasil247.com.br.

• Faça parte do Instituto Conhecimento Liberta em: https://icl.com.br/247

• Ao contrário da mídia corporativa, a TV 247 se financia por meio da sua própria comunidade. Você pode apoiar a TV 247 e o site Brasil 247 de diversas formas. 
Saiba como:

• Cartão de crédito pela Vindi: https://bit.ly/assine-brasil247
• Boleto ou transferência bancária: email para contato@brasil247.com.br ou no link Vindi
• Seja membro no Youtube: https://www.youtube.com/brasil247/join
• Transferência pelo Paypal: https://bit.ly/PayPal_Brasil247
• Financiamento coletivo pelo Vakinha: http://vaka.me/1391967
• Financiamento coletivo pelo Catarse: https://www.catarse.me/brasil247
• Financiamento coletivo pelo APOIA.se: https://apoia.se/brasil247
• Financiamento coletivo pelo Patreon: https://www.patreon.com/brasil247

• Acesse o site Brasil 247: https://www.brasil247.com/
• Siga-nos no Twitter: https://twitter.com/brasil247
• Siga-nos no Facebook: https://www.facebook.com/brasil247
• Siga-nos no Instagram: https://instagram.com/brasil_247
• Receba nossa newsletter e fique por dentro do 247: https://www.brasil247.com/info/receba-nossa-newsletter e toque no sininho para ativar as notificações.

• Inscreva-se no nosso canal de vídeos curtos: http://bit.ly/cortes247

• Receba o boletim diário da UFMG sobre a covid no Brasil e no mundo: https://chat.whatsapp.com/FEPDD5bYF4Y8PGCRANDYvO

• Entre no nosso canal do Telegram: https://t.me/brasil247oficial

#brasil247 

© Copyright 2022 - Editora 247 LTDA. Proibida a reprodução sem autorização prévia.";TV 247;['tv 247'];25;none;pt;https://i.ytimg.com/vi/oOe-qt_swoU/default.jpg;120;90;https://i.ytimg.com/vi/oOe-qt_swoU/mqdefault.jpg;320;180;https://i.ytimg.com/vi/oOe-qt_swoU/hqdefault.jpg;480;360;https://i.ytimg.com/vi/oOe-qt_swoU/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/oOe-qt_swoU/maxresdefault.jpg;1280.0;720.0;Kakay: “É uma eleição viciada”;"O advogado Antônio Carlos de Almeida Castro (Kakay) analisa o processo eleitoral e aponta que é “uma eleição viciada” por conta do uso de verbas públicas, como no Orçamento Secreto.

• Apoie o 247 em brasil247.com/apoio: https://www.brasil247.com/apoio
• Você também pode fazer doação por Pix com a chave pix@brasil247.com.br ou fazer uma assinatura Pix em https://bit.ly/pix-247 e pode pedir sua nota fiscal em contato@brasil247.com.br.

• Faça parte do Instituto Conhecimento Liberta em: https://icl.com.br/247

• Ao contrário da mídia corporativa, a TV 247 se financia por meio da sua própria comunidade. Você pode apoiar a TV 247 e o site Brasil 247 de diversas formas. 
Saiba como:

• Cartão de crédito pela Vindi: https://bit.ly/assine-brasil247
• Boleto ou transferência bancária: email para contato@brasil247.com.br ou no link Vindi
• Seja membro no Youtube: https://www.youtube.com/brasil247/join
• Transferência pelo Paypal: https://bit.ly/PayPal_Brasil247
• Financiamento coletivo pelo Vakinha: http://vaka.me/1391967
• Financiamento coletivo pelo Catarse: https://www.catarse.me/brasil247
• Financiamento coletivo pelo APOIA.se: https://apoia.se/brasil247
• Financiamento coletivo pelo Patreon: https://www.patreon.com/brasil247

• Acesse o site Brasil 247: https://www.brasil247.com/
• Siga-nos no Twitter: https://twitter.com/brasil247
• Siga-nos no Facebook: https://www.facebook.com/brasil247
• Siga-nos no Instagram: https://instagram.com/brasil_247
• Receba nossa newsletter e fique por dentro do 247: https://www.brasil247.com/info/receba-nossa-newsletter e toque no sininho para ativar as notificações.

• Inscreva-se no nosso canal de vídeos curtos: http://bit.ly/cortes247

• Receba o boletim diário da UFMG sobre a covid no Brasil e no mundo: https://chat.whatsapp.com/FEPDD5bYF4Y8PGCRANDYvO

• Entre no nosso canal do Telegram: https://t.me/brasil247oficial

#brasil247 

© Copyright 2022 - Editora 247 LTDA. Proibida a reprodução sem autorização prévia.";pt;PT1H2M37S;2d;hd;false;True;rectangular;;22727;3579;0;50
44;youtube#video;xVaftFBCGKK6mgJRTDtkrJkyQ4I;facHl-9R9SQ;2022-10-20T22:59:49Z;UCaW9cv6M2tfkRCIHwkScPBg;#popular #eleição;;Wellimgtom_;;20;none;;https://i.ytimg.com/vi/facHl-9R9SQ/default.jpg;120;90;https://i.ytimg.com/vi/facHl-9R9SQ/mqdefault.jpg;320;180;https://i.ytimg.com/vi/facHl-9R9SQ/hqdefault.jpg;480;360;https://i.ytimg.com/vi/facHl-9R9SQ/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/facHl-9R9SQ/maxresdefault.jpg;1280.0;720.0;#popular #eleição;;;PT15S;2d;hd;false;False;rectangular;;5147;260;0;153
45;youtube#video;H5Z2qSl7Sk5RCzVEDd7aRzIMsKQ;ZjIZDtpnEHo;2022-10-03T00:20:10Z;UCzd9n_QMFLSKxSEpleEU0TQ;Apuração da Eleição 2022 | Presidente;"Acompanhe conosco os números de:

- Presidência do Brasil;
- Governo e Senado de São Paulo;
- Governo e Senado do Rio de Janeiro;
- Governo e Senado de Minas Gerais;
- Governo e Senado da Bahia;
- Governo e Senado do Rio Grande do Sul;
- Governo e Senado de Pernambuco.

Nossas redes sociais:

Instagram: https://www.instagram.com/fundoeleitoral/
Twitter: https://twitter.com/fundoeleitoral

Playlists do Fundão:

Eleições Estaduais: https://www.youtube.com/playlist?list=PLyvMukBHmzIRd9DZwjph-vmnzrHC48MEF
Eleições do Senado: https://www.youtube.com/playlist?list=PLyvMukBHmzITbb1eEou48qLbA1cti4tzT
Eleições Municipais: https://www.youtube.com/playlist?list=PLyvMukBHmzIQuV2BnfZwoTE8Vnh-jTjA3

Agora você pode enviar jingles, vídeos históricos para o Fundo Eleitoral, no nosso e-mail: fundodofundao@gmail.com";Fundo Eleitoral;['fundao', 'resultado eleição', 'jingles politicos', 'jingles eleições', 'lula', 'bolsonaro', 'dilma', 'temer', 'apuração', 'eleição resultados'];25;none;pt-BR;https://i.ytimg.com/vi/ZjIZDtpnEHo/default.jpg;120;90;https://i.ytimg.com/vi/ZjIZDtpnEHo/mqdefault.jpg;320;180;https://i.ytimg.com/vi/ZjIZDtpnEHo/hqdefault.jpg;480;360;https://i.ytimg.com/vi/ZjIZDtpnEHo/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/ZjIZDtpnEHo/maxresdefault.jpg;1280.0;720.0;Apuração da Eleição 2022 | Presidente;"Acompanhe conosco os números de:

- Presidência do Brasil;
- Governo e Senado de São Paulo;
- Governo e Senado do Rio de Janeiro;
- Governo e Senado de Minas Gerais;
- Governo e Senado da Bahia;
- Governo e Senado do Rio Grande do Sul;
- Governo e Senado de Pernambuco.

Nossas redes sociais:

Instagram: https://www.instagram.com/fundoeleitoral/
Twitter: https://twitter.com/fundoeleitoral

Playlists do Fundão:

Eleições Estaduais: https://www.youtube.com/playlist?list=PLyvMukBHmzIRd9DZwjph-vmnzrHC48MEF
Eleições do Senado: https://www.youtube.com/playlist?list=PLyvMukBHmzITbb1eEou48qLbA1cti4tzT
Eleições Municipais: https://www.youtube.com/playlist?list=PLyvMukBHmzIQuV2BnfZwoTE8Vnh-jTjA3

Agora você pode enviar jingles, vídeos históricos para o Fundo Eleitoral, no nosso e-mail: fundodofundao@gmail.com";;PT4H38M55S;2d;hd;false;False;rectangular;;171318;2955;0;472
46;youtube#video;jLyrmnzNOBi9sr46pziLgcyTP8Y;SLlxa1TkVW0;2022-10-26T21:33:39Z;UCRuy5PigeeBuecKnwqhM4yg;Leo ao quadrado: desesperado, Bolsonaro quer melar a eleição (26.10.22);"0:00 Boas vindas
3:00 Sertanejos estão com Bolsonaro por livre e espontânea pressão
7:00 Tentativa de melar as eleições afeta o mundo empresarial e paralisa os negócios
16:00 Sem a chave do cofre, o bolsonarismo perde apoios importantíssimos
21:00 Haddad tem chances reais em São Paulo, até porque São Paulo não quer milícia nem esquadrão da morte

• Apoie o 247 em brasil247.com/apoio: https://www.brasil247.com/apoio
• Você também pode fazer doação por Pix com a chave pix@brasil247.com.br ou fazer uma assinatura Pix em https://bit.ly/pix-247 e pode pedir sua nota fiscal em contato@brasil247.com.br.

• Faça parte do Instituto Conhecimento Liberta em: https://icl.com.br/247

• Ao contrário da mídia corporativa, a TV 247 se financia por meio da sua própria comunidade. Você pode apoiar a TV 247 e o site Brasil 247 de diversas formas. 
Saiba como:

• Cartão de crédito pela Vindi: https://bit.ly/assine-brasil247
• Boleto ou transferência bancária: email para contato@brasil247.com.br ou no link Vindi
• Seja membro no Youtube: https://www.youtube.com/brasil247/join
• Transferência pelo Paypal: https://bit.ly/PayPal_Brasil247
• Financiamento coletivo pelo Vakinha: http://vaka.me/1391967
• Financiamento coletivo pelo Catarse: https://www.catarse.me/brasil247
• Financiamento coletivo pelo APOIA.se: https://apoia.se/brasil247
• Financiamento coletivo pelo Patreon: https://www.patreon.com/brasil247

• Acesse o site Brasil 247: https://www.brasil247.com/
• Siga-nos no Twitter: https://twitter.com/brasil247
• Siga-nos no Facebook: https://www.facebook.com/brasil247
• Siga-nos no Instagram: https://instagram.com/brasil_247
• Receba nossa newsletter e fique por dentro do 247: https://www.brasil247.com/info/receba-nossa-newsletter e toque no sininho para ativar as notificações.

• Inscreva-se no nosso canal de vídeos curtos: http://bit.ly/cortes247

• Receba o boletim diário da UFMG sobre a covid no Brasil e no mundo: https://chat.whatsapp.com/FEPDD5bYF4Y8PGCRANDYvO

• Entre no nosso canal do Telegram: https://t.me/brasil247oficial

#brasil247 

© Copyright 2022 - Editora 247 LTDA. Proibida a reprodução sem autorização prévia.";TV 247;['brasil 247', 'tv 247'];25;none;pt;https://i.ytimg.com/vi/SLlxa1TkVW0/default.jpg;120;90;https://i.ytimg.com/vi/SLlxa1TkVW0/mqdefault.jpg;320;180;https://i.ytimg.com/vi/SLlxa1TkVW0/hqdefault.jpg;480;360;https://i.ytimg.com/vi/SLlxa1TkVW0/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/SLlxa1TkVW0/maxresdefault.jpg;1280.0;720.0;Leo ao quadrado: desesperado, Bolsonaro quer melar a eleição (26.10.22);"0:00 Boas vindas
3:00 Sertanejos estão com Bolsonaro por livre e espontânea pressão
7:00 Tentativa de melar as eleições afeta o mundo empresarial e paralisa os negócios
16:00 Sem a chave do cofre, o bolsonarismo perde apoios importantíssimos
21:00 Haddad tem chances reais em São Paulo, até porque São Paulo não quer milícia nem esquadrão da morte

• Apoie o 247 em brasil247.com/apoio: https://www.brasil247.com/apoio
• Você também pode fazer doação por Pix com a chave pix@brasil247.com.br ou fazer uma assinatura Pix em https://bit.ly/pix-247 e pode pedir sua nota fiscal em contato@brasil247.com.br.

• Faça parte do Instituto Conhecimento Liberta em: https://icl.com.br/247

• Ao contrário da mídia corporativa, a TV 247 se financia por meio da sua própria comunidade. Você pode apoiar a TV 247 e o site Brasil 247 de diversas formas. 
Saiba como:

• Cartão de crédito pela Vindi: https://bit.ly/assine-brasil247
• Boleto ou transferência bancária: email para contato@brasil247.com.br ou no link Vindi
• Seja membro no Youtube: https://www.youtube.com/brasil247/join
• Transferência pelo Paypal: https://bit.ly/PayPal_Brasil247
• Financiamento coletivo pelo Vakinha: http://vaka.me/1391967
• Financiamento coletivo pelo Catarse: https://www.catarse.me/brasil247
• Financiamento coletivo pelo APOIA.se: https://apoia.se/brasil247
• Financiamento coletivo pelo Patreon: https://www.patreon.com/brasil247

• Acesse o site Brasil 247: https://www.brasil247.com/
• Siga-nos no Twitter: https://twitter.com/brasil247
• Siga-nos no Facebook: https://www.facebook.com/brasil247
• Siga-nos no Instagram: https://instagram.com/brasil_247
• Receba nossa newsletter e fique por dentro do 247: https://www.brasil247.com/info/receba-nossa-newsletter e toque no sininho para ativar as notificações.

• Inscreva-se no nosso canal de vídeos curtos: http://bit.ly/cortes247

• Receba o boletim diário da UFMG sobre a covid no Brasil e no mundo: https://chat.whatsapp.com/FEPDD5bYF4Y8PGCRANDYvO

• Entre no nosso canal do Telegram: https://t.me/brasil247oficial

#brasil247 

© Copyright 2022 - Editora 247 LTDA. Proibida a reprodução sem autorização prévia.";pt;PT30M59S;2d;hd;false;True;rectangular;;76839;8065;0;586
47;youtube#video;KbV3e1qAY1TpLCZVVtsWh2n56ZY;2MCAGwNTTzE;2022-10-26T21:08:38Z;UCe2_UrtxLIeoeiUDFAdk9MA;TEM ELEIÇÃO NA CHINA?;"Existe uma grande dúvida sobre como funciona a política da China e aproveitando que aqui no Brasil estamos em um clima de eleição, nesse vídeo vamos explicar um pouco mais sobre como funciona esse processo lá na China.



--

Quer iniciar o projeto de importação da sua empresa? Fale com a gente!
▶️ https://oferta.chinalink.info/fale-conosco/

Compre o Livro “Importador Profissional”, de Lincoln Fracari: 
▶️ https://www.amazon.com.br/Importador-Profissional-Caminho-Importação-Lincoln/dp/6586892465

Cadastre-se gratuitamente em nossa plataforma IMPOClub:
▶️https://impoclub.astronmembers.com/cadastro/327

🔻 NOSSAS REDES SOCIAIS 🔻

▶ SITE: https://www.chinalink.info
▶ FACEBOOK: https://www.facebook.com/chinalinktrading/
▶ INSTAGRAM: https://www.instagram.com/chinalinktrading/
▶ TWITTER: http://twitter.com/chinalinkbr
▶ LINKEDIN: https://www.linkedin.com/company/china-link-trading/
▶ YOUTUBE: @Chinalinktrading 

 / chinalinktrading";China Link Trading;['ChinaLink', 'ChinaLink Trading', 'Negócios com a China', 'Negócios na china', 'Negócios na ásia', 'Importar da China', 'Importação da China', 'Como importar da China', 'fornecedores chineses', 'fabricas chinesas', 'fornecedores da China'];26;none;pt-BR;https://i.ytimg.com/vi/2MCAGwNTTzE/default.jpg;120;90;https://i.ytimg.com/vi/2MCAGwNTTzE/mqdefault.jpg;320;180;https://i.ytimg.com/vi/2MCAGwNTTzE/hqdefault.jpg;480;360;https://i.ytimg.com/vi/2MCAGwNTTzE/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/2MCAGwNTTzE/maxresdefault.jpg;1280.0;720.0;TEM ELEIÇÃO NA CHINA?;"Existe uma grande dúvida sobre como funciona a política da China e aproveitando que aqui no Brasil estamos em um clima de eleição, nesse vídeo vamos explicar um pouco mais sobre como funciona esse processo lá na China.



--

Quer iniciar o projeto de importação da sua empresa? Fale com a gente!
▶️ https://oferta.chinalink.info/fale-conosco/

Compre o Livro “Importador Profissional”, de Lincoln Fracari: 
▶️ https://www.amazon.com.br/Importador-Profissional-Caminho-Importação-Lincoln/dp/6586892465

Cadastre-se gratuitamente em nossa plataforma IMPOClub:
▶️https://impoclub.astronmembers.com/cadastro/327

🔻 NOSSAS REDES SOCIAIS 🔻

▶ SITE: https://www.chinalink.info
▶ FACEBOOK: https://www.facebook.com/chinalinktrading/
▶ INSTAGRAM: https://www.instagram.com/chinalinktrading/
▶ TWITTER: http://twitter.com/chinalinkbr
▶ LINKEDIN: https://www.linkedin.com/company/china-link-trading/
▶ YOUTUBE: @Chinalinktrading 

 / chinalinktrading";pt-BR;PT8M21S;2d;hd;false;True;rectangular;;560;44;0;8
48;youtube#video;cOyZR1izsd8wZIkF9r9MggcIWFs;28RyilSbdys;2022-10-08T23:00:02Z;UCXMo9UBAI1VYc9VTbIMRFRg;É verdade que Lula disse que nem Deus tira a eleição dele?;"Circula nas redes sociais um print com uma suposta reportagem do site G1, publicada em 3 de outubro de 2022, cujo título afirma que o ex-presidente Lula teria dito, em jantar com aliados, ""que nem Deus tira essa eleição dele”. O texto diz ainda que religiosos presentes no local ficaram constrangidos com a fala e indica que a reunião teria sido realizada em um templo de João de Deus. Será que é verdade? Checamos, confira! 😉

🧾 Leia a checagem completa em: https://bit.ly/montagemluladeus 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
#AgênciaLupa #fakenews #desinformação #boatos #noticiasfalsas #tse #eleiçoes2022 #voto #lula #portalg1 #religiao #joaodedeus";Agência Lupa;;24;none;;https://i.ytimg.com/vi/28RyilSbdys/default.jpg;120;90;https://i.ytimg.com/vi/28RyilSbdys/mqdefault.jpg;320;180;https://i.ytimg.com/vi/28RyilSbdys/hqdefault.jpg;480;360;https://i.ytimg.com/vi/28RyilSbdys/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/28RyilSbdys/maxresdefault.jpg;1280.0;720.0;É verdade que Lula disse que nem Deus tira a eleição dele?;"Circula nas redes sociais um print com uma suposta reportagem do site G1, publicada em 3 de outubro de 2022, cujo título afirma que o ex-presidente Lula teria dito, em jantar com aliados, ""que nem Deus tira essa eleição dele”. O texto diz ainda que religiosos presentes no local ficaram constrangidos com a fala e indica que a reunião teria sido realizada em um templo de João de Deus. Será que é verdade? Checamos, confira! 😉

🧾 Leia a checagem completa em: https://bit.ly/montagemluladeus 
⠀⠀⠀⠀⠀⠀⠀⠀⠀
#AgênciaLupa #fakenews #desinformação #boatos #noticiasfalsas #tse #eleiçoes2022 #voto #lula #portalg1 #religiao #joaodedeus";pt;PT55S;2d;hd;false;False;rectangular;;27890;409;0;175
49;youtube#video;D-CSiYFnfms5flqSAD1f4MhIro0;JsLA2wwrDsk;2022-10-03T14:30:04Z;UC9pXfkX90n7tUGgS0oMsMtQ;O ADMIN VENCEU A ELEIÇÃO E VIROU PRESIDENTE NO PK XD;"😃 O ADMIN VENCEU A ELEIÇÃO E VIROU PRESIDENTE NO PK XD

📷📱 MEU INSTAGRAM @matheusnoylan

👍 o conteúdo desse canal é totalmente feito para qualquer idade e para assistir com a família

#noylan #pkxd";N0ylan;['Noylan', 'n0ylan', 'noilan', 'moila', 'PK XD', 'PKXD', 'presidente', 'pkxd', 'pk xd', 'presidente da república', 'presidente pkxd', 'pk xd historinha', 'pk xd historia', 'eleição', 'eleições', 'pk xd eleição', 'eleição criança', 'como explicar para uma criança eleição', 'eleição para criancinhas'];20;none;pt;https://i.ytimg.com/vi/JsLA2wwrDsk/default.jpg;120;90;https://i.ytimg.com/vi/JsLA2wwrDsk/mqdefault.jpg;320;180;https://i.ytimg.com/vi/JsLA2wwrDsk/hqdefault.jpg;480;360;https://i.ytimg.com/vi/JsLA2wwrDsk/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/JsLA2wwrDsk/maxresdefault.jpg;1280.0;720.0;O ADMIN VENCEU A ELEIÇÃO E VIROU PRESIDENTE NO PK XD;"😃 O ADMIN VENCEU A ELEIÇÃO E VIROU PRESIDENTE NO PK XD

📷📱 MEU INSTAGRAM @matheusnoylan

👍 o conteúdo desse canal é totalmente feito para qualquer idade e para assistir com a família

#noylan #pkxd";pt;PT8M59S;2d;hd;false;True;rectangular;;27098;1671;0;165
50;youtube#video;Q5du9Y8yozCNMgGrZXOgO8w_FBA;iJp8XtxTzao;2022-10-03T19:20:31Z;UCVFbXI6Gu8U2f9Gjtxw4A-Q;Moro usa 'faixa presidencial' para comemorar eleição ao Senado;"Ex-ministro da Justiça e Segurança Pública, Sergio Moro usou um adereço semelhante a uma faixa presidencial para comemorar a eleição ao Senado pelo Paraná. Em vídeo que circula nas redes sociais, o ex-ministro do governo Bolsonaro aparece abraçando apoiadores com o acessório.  A faixa nas cores verde e amarela traz a inscrição 'Senador Paraná Juiz Sergio Moro'. Após tentativas fracassadas de se candidatar à Presidência da República, o ex-juiz assumirá a vaga ocupada hoje por seu padrinho político, Alvaro Dias (Podemos). O ex-ministro teve 1,9 milhão de votos.   
-------------------------
Bem-vindo ao Canal UOL! Acompanhe a programação ao vivo e todos os conteúdos com as principais notícias do dia, opinião de colunistas e entrevistas exclusivas sobre os temas mais importantes do momento.

** INSCREVA-SE NO CANAL E ATIVE AS NOTIFICAÇÕES: 
http://bit.ly/2xolCQ2";UOL;['apuração 2022', 'apuração eleições', 'eleições 2022 apuração', 'apuração tse', 'apuração eleições 2022 tse', 'tse apuração', 'apuração ao vivo', 'eleições 2022', 'eleições resultado ao.vivo', 'tse apuracao 2022', 'eleicoes 2022 apuracao', 'tse apuracao', 'apuracao dos votos', 'quem ganhou o lula ou bolsonaro', 'quem está ganhando bolsonaro ou lula', 'bolsonaro lula', 'bolsonaro na frente', 'bolsonaro 2022', 'moro', 'moro eleito', 'moro senador', 'moro senado', 'sergio moro', 'alvaro dias', 'senado paraná'];25;none;pt-BR;https://i.ytimg.com/vi/iJp8XtxTzao/default.jpg;120;90;https://i.ytimg.com/vi/iJp8XtxTzao/mqdefault.jpg;320;180;https://i.ytimg.com/vi/iJp8XtxTzao/hqdefault.jpg;480;360;https://i.ytimg.com/vi/iJp8XtxTzao/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/iJp8XtxTzao/maxresdefault.jpg;1280.0;720.0;Moro usa 'faixa presidencial' para comemorar eleição ao Senado;"Ex-ministro da Justiça e Segurança Pública, Sergio Moro usou um adereço semelhante a uma faixa presidencial para comemorar a eleição ao Senado pelo Paraná. Em vídeo que circula nas redes sociais, o ex-ministro do governo Bolsonaro aparece abraçando apoiadores com o acessório.  A faixa nas cores verde e amarela traz a inscrição 'Senador Paraná Juiz Sergio Moro'. Após tentativas fracassadas de se candidatar à Presidência da República, o ex-juiz assumirá a vaga ocupada hoje por seu padrinho político, Alvaro Dias (Podemos). O ex-ministro teve 1,9 milhão de votos.   
-------------------------
Bem-vindo ao Canal UOL! Acompanhe a programação ao vivo e todos os conteúdos com as principais notícias do dia, opinião de colunistas e entrevistas exclusivas sobre os temas mais importantes do momento.

** INSCREVA-SE NO CANAL E ATIVE AS NOTIFICAÇÕES: 
http://bit.ly/2xolCQ2";;PT51S;2d;hd;false;True;rectangular;;27295;283;0;340
51;youtube#video;FigwAVEP_4mPl_lAMv9AF02kfjg;xXqe3CIR_wE;2022-10-04T21:11:48Z;UC7Nnkn76ijG-vM4mfhp4Cjw;Brasil Pós-Eleição;"Conheça a Levante Investimentos
Site: https://levanteideias.com.br/
Facebook: https://www.facebook.com/levante.ideias/
Instagram: https://www.instagram.com/levante.investimentos/
Telegram: https://lvnt.app/zuntm0";Levante Investimentos;;24;none;pt;https://i.ytimg.com/vi/xXqe3CIR_wE/default.jpg;120;90;https://i.ytimg.com/vi/xXqe3CIR_wE/mqdefault.jpg;320;180;https://i.ytimg.com/vi/xXqe3CIR_wE/hqdefault.jpg;480;360;https://i.ytimg.com/vi/xXqe3CIR_wE/sddefault.jpg;640.0;480.0;https://i.ytimg.com/vi/xXqe3CIR_wE/maxresdefault.jpg;1280.0;720.0;Brasil Pós-Eleição;"Conheça a Levante Investimentos
Site: https://levanteideias.com.br/
Facebook: https://www.facebook.com/levante.ideias/
Instagram: https://www.instagram.com/levante.investimentos/
Telegram: https://lvnt.app/zuntm0";;PT48M21S;2d;hd;false;False;rectangular;;755;76;0;2
